ID	Tweet	Affect Dimension	Intensity Class
2018-Es-00292	@RocioPereyra22 Jsajak no puedo soy muy ansioso	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02514	Me desconecte de todo, un buen escape. Por si andaban con el pendiente 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06692	@LaTiadeltunco @oveflores la capital de Guate es idéntica a N capital SS en cuanto a orden, limpieza y seguridad ... 😒 #Sarcasmo	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01944	@DebRyanShow @AlexXxStrecci #Rayito  jajajajaj siempre estar vestido así será algo bastante gracioso	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01942	estoy bien feliz pero bien triste a la vez por qué ya casi termino mi serie :( es como que siiiii😬 pero noooooo 😢	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05607	En mi casa siempre se caen cosas y 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00938	Por lo general no critico ese tipo de cosas, pero... Wtf la gente rumbeando hoy? Como si mañana fuese un día festivo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02137	Mañana festivo y yo, pues si, yo trabajo todo él día😪🙁	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02673	T paso alguna vez?Vi x la puerta d la pieza pasar a alguien x el pasillo. Miro y no hay nadie.  #raro #tepaso   #espanto 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04785	@DonNahueI Nooo tío que el malo era Guardiola #Ironia	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02590	Mi momento favorito de Cirque Du Soleil fue cuando se escuchó un hermoso "@sebastianpinera conshetumare" seguido de aplausos.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05753	@ClaudiaLopez 😒 wow! Alguien debía descubrirlo #sarcasmo	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03364	Michell me marcó para decirme que me tiene una sorpresa, que lleva 3 meses planeándola y me la dará en mi cumple ESO NO SE HACEE	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05138	@ESTEFANIAAMARIL @ccemx @LosImpacientes 😱 ¡Padrísimo! La vamos a pasar de lo mejor ya verás ☺️🙈 ¡Feliz cumple adelantado! 😘	valence	3: se infiere un estado emocional muy positivo
2018-Es-01101	Me alejé aunque no quería, pero te quería. #Ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06490	@DanielaBlume ayer vi la fiesta Argentina en Gh, probaste el mate amargo bien argentino? Tienes que aprender a tomarlo para el desayuno😄	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01745	@_HijaDeMiMadre Ahhh jajaj leí "yo quería dormir hoy" 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06302	Yo amo el grupo 	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05746	@ConElMazoDando #TeLoDijeLaConstituyenteSiVa UN GUARDIA HERIDO DE GRAVEDAD EN LECHERIA Y NINGUN PARIODICO LO PUBLICA!! TERRORISMO!!	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01947	me siento super miserable ahorita porque soy una seria amargada de mierda pero tengo comida :)	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03428	No puedo creer lo de chester, estoy deprimido	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04661	cuando me preguntan por qué tal persona es mi idol, simplemente le respondo porque me hace sonreír cuando estoy hecha mierda y es verdad lpm	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03828	este momentazo para entrar en el #felizlunes 😀 #quetengasunbuendia  rt el ajedrez me enseñó que con un mal movimiento puedes perder a tu	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03759	Estaba animado a hacer algo k no es usual en la mua pero este dia se fue del qlo >:v	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04508	Así con razón se me cae tanto el pelo con tanto disgusto que me dan estos hijos de puta.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01844	Nací con el viejo Linkin Park, y a pesar de que ya no era partídiario de su nuevo sonido, siempre los admiré como banda.   Descansa (1/2)	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02043	Déjame sobrepasar tus zonas de peligro hasta provocar tus gritos, y que olvides tu apellido	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03400	Ama ver mis fotos 😂😂 no me enojo si me seguis amor ❤	valence	3: se infiere un estado emocional muy positivo
2018-Es-00626	Soy hambre 24/7 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00948	@xvzla2009 @noelleal No le quitemos sus méritos, no seamos mezquinos!! 😆	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03052	El mejor fin de semana 	valence	3: se infiere un estado emocional muy positivo
2018-Es-06468	Andaría necesitando masajes 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03251	Se me antoja una tostada de ceviche, nomás poe el puro berrinche.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00492	@guiseverino4 Cala boca 😡	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03160	Pon a cantar rancheras a Vicente Fernández y José José. Uno no domina el género, sería 1 encuentro ridículo. Lo mismo pienso de esta "pelea"	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04623	Al pedo pongo alarma si la apago y sigo durmiendo 💁	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04895	@Angelcuentatwit ¿¿?? pero desde cuándo en España las Fuerzas del Orden cargan contra ciudadanos libres?? #ironía on	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03206	Porque me gustan los judíos porque 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01499	Si la tristeza y el dolor continuarán mientras siga viviendo, ¿pero es normal? Yo quiero vivir con ese dolor. #feliz #lunes #felizlunes	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02848	@IvanSalum2 Yo también,  pero sigo un poco enojada	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00071	Cuando estes cansada de su inmadurez, aquí te esperaré...	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06945	@juancatab En serio!??	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03904	El sábado andaba como pico y las pibas de tango me trataron re bien, re cariñosas. Parece que tengo que andar así, para que me traten bien 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02533	Por gusto y no por gustar, nunca para demostrar, siempre para sumar 6/6  #AhoraoNunca #ControversialTonyFlow #CosaNostra #comingsoon	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04322	No Lo Saben Pero esa chica me está gustando demasiado... Aún sabiendo que jamás pasará algo... 😢	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01643	@aliciaenp Ajajjaa somos del clan twitteras perdidas pa eventos "importantes" 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02916	Como dos Ángeles torturados por un implacable placer En el cristal azul del amanecer Sigamos tras el espejismo.  Baudelaire	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00030	@ItzelBarajaas Te sigo de hace tiempo, y hoy tuve la fortuna de verte en el estadio, quise hablarte pero me dio pena😂🔴⚪	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00020	Ya comienza a darme hambre; esa es buena señal 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00937	@laufer4 @balfederico Muero x saber q pasó hoy en la sentencia.  Muero x saber q pasará mañana en LAM #miedo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03589	Terrible juego el Half-Life	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03537	@avilesmgl Yo tenia años sin ir, me gusto volver; hay agua, no como hace años. Descansa 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05904	@AndresF_Garcia Todos los dibujos tienen cachos, sospechoso @josesalaaas @Dederlealdair @I_amghoul @JhonCruz0525 @jhonatanperez__	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00782	Arrepiéntete pescador 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01269	Cuando veo una foto de ella sonriendo, me hace sonreír como idiota.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02242	@olvihormigos Pues nada, el CM a la calle. Más de uno sabría hacerlo mejor sin ofender a nadie	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00654	Te aprecio mucho, aunque me jodas hasta el punto del cansancio con el casamiento(?	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04165	Me gustaría tomarte en serio, pero hacerlo seria ofender tu inteligencia.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06744	@perrusky @Carlarendon @jvillalpandoc No dones perrus, neta ni una vez te hemos pedido eso 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06753	Cuando digo “Extraño la escuela” me refiero a “extraño a mis amigos y la diversión (mi crush)” no la “Escuela”	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01472	El enojo me puede durar ufff🙄	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02572	@MiluuGonzalez__ Muy grave para mi gusto, me wa mori	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03001	Olvidé de del tal cabeza e mango, otro peine del gobierno...nuestra preocupación y objetivo es el gran evento nacional del #16deJulio	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00385	MI HERMANA SE ACABA DE LEVANTAR Y HA EMPEZADO A HABLAR PERO NO HA DICHO NADA EN ESPAÑOL Y ESTABA DORMIDA 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05969	Hay cosas que no quiero volver a repetir y me toca soñarlas 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02915	#DeColombiaMeGusta Las Mujeres, La humildad, La Alegría Colombiana, La Bandeja Paisa Mijoooo🇨🇴	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01965	@DonajiAbarca cuando escuchas reguetón del pegajoso se queda en ti, como un chicle en el cabello, te lo quieres quitar, pero no se puede 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04726	@Soy_BatiMono Sin cambios por el momento, todo va bien 	valence	3: se infiere un estado emocional muy positivo
2018-Es-01818	No se pa que anda de ofendido si tambien ta bien torcido	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05009	HARTA DE LEER PELOTUDESES COMO "feliz día a los falsos" etc etc, PARA DOLIDO, A NADIE LE INTERESA.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01521	@71Marting @FernandoPoyo1 @SilMercado @GekkoLeeson @silvinamarq Gira la cabeza, como la del exorcista #MIEDO 😨	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01743	Barmby, ingresaste para darme una alegría dentro de tanta desgracia. @TimbersFC se que se recuperarán ⚽️	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01112	GRACIAS POR TANTO, PERDÓN POR TAN POCO 😭 #TeenWolfFinale	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03586	Thian no me suelta y quiero ir a fumar un cigarro 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04374	#MiSolucionParaElInsomnio la verdad tengo unas pastillas del terror ZAVIANA FS 12,5mg hipnótico va directamente sistema nervioso central 💤💤💤	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06285	Que graciosa la gente que flashea ser raro y estar mas allá de todo y no se dan cuenta que son las personas mas comunes del universo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05298	@MarioJinset @sergiomaeko @ledicenkar Como discutirle a Yisus?  	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06484	@AlvaritoMorales siempre queriendote hacer el gracioso eres malísimo.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06049	@rosarioa Culisuelta se nace 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06212	@publico_es Un respecto al representante de Dios en Cataluña #ironia #berlangavive	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01893	@mariobautista_ Eres una persona genial @mariobautista_  por eso todas tus bautisters te amos  Eres el mejor ídolo TE AMO !! <3	valence	3: se infiere un estado emocional muy positivo
2018-Es-02597	Estoy cansada de que me prometan cosas y después no lo cumplan	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06431	Estoy re orgulloso de tener los amigos que tengo y de que todos ellos sean mis amigos posta	valence	3: se infiere un estado emocional muy positivo
2018-Es-06790	@__pacorocha Yo vivo buscando sus canciones en live para llorar. Es que ella es otra cosa, su voz es perfecta. Y sus letras, todo.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03097	@lesxlex Okay tu ganas, no eres amargada, claramente en esa foto se ve que eres suuuuuper buena onda.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00263	@Auriazul1D Ejercicio y un poco de diversión 🤔	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00877	aunque estoy muerta y quiero dormir mil años, voy a extrañar tanto la rutina de levantarse temprano para excursiones 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00238	the boy in the striped pajamas siempre me hara llorar	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02038	Y por la furia de tus ojos entiendo el llamarme miedo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05455	@ephn25 🎶Y llevarte a la cima del cielo, donde existe un silencio total🎶  😭😭😭😭😭😭😭😭 Adolescencia destruida. 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02599	Las cumbias son las q rifan. 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05050	@salvaoret pues ya, cargar con un disgusto sin garantizar solucionarlo para la siguiente... :(	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01948	@BTS_twt estoy re emocionada y orgullosa por el mixtape de hoseok, apoyenlo. Es un ángel.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-06755	Pa me siento horrible	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04576	ya tengo mucho sueño, adiós, y no sean negativos 💖 mañana es festivo, que rico jajaja #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01425	Tomó coca cola y leo ganglios de la base 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00092	[27/8 23:04] wawitaaa: Vez q no t da boluda [27/8 23:04] wawitaaa: Mañana voy a hablar seriamente con vos  	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03581	¿Por qué Bad Bunny se vestirá tan mal? 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04276	@MabelQuibrera ya me habia asustado amigaa eb	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04376	@Alondra_7250 estas bien fea mija 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05874	Como se dice "el tren atropello al perro" en frances? Le chu chx mato le gua gua...	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02092	Lo quise correr a Matias y me sangró la boca, tan agradable mi novio	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02980	Me gustó el anuncio de #TAKIS, el del "ex" jajajajaa 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04471	@kuroneko_baka98 a mí me has ofendido, de no ser así hubiese sudado de tu cara	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04210	Quien tiene un amigo, tiene dos almas... Feliz día !	valence	3: se infiere un estado emocional muy positivo
2018-Es-06769	Lo mejor de las elecciones es que es una oportunidad más para compartir con el gran @jigaq #sarcasmo #wea	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05432	Verga, la quema de gas en pdvsa yagua está heavy, no tan heavy como las colas por el gas. #ironia	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05781	30 grados a las 21 de la noche. 2 de Octubre. #paraísoSevillano #ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00929	son como Juan Carlos sacando una tirada de engaño tres para envenenar a alguien "toma este veneno DIGO... ESTA FANTA"	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02340	@Alealex78 @MVivasf @moniquelatil @Elenitavip JAJAJAJAJAJAJA TIENE OJOS DE BORRACHA LLORONA.!!!	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00131	La milsgros me mando un mensaje y me puso TE AMO , jamas en la vida me habia demostrado tanto amor.. estoy emocionada	valence	3: se infiere un estado emocional muy positivo
2018-Es-02553	@QuiqueRangel El carro "va en la calle" como quiera 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03756	JAAAA Q GONZALO DE MIERDA 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06286	@JulianMCespedes Para completar. Ojala no sea grave.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02684	Terrible día pasé hoy 😊❤❤	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00540	@joserubensentis Que puede salir mal??? #Ironia	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06114	"Te voy a empezar a mandar más hot" que clda 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01516	@Juliococo Ojalá alguien tenga el guaramo de pronunciarse. Aunque no soy muy optimista al respecto. Surgirá un milagro???	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00277	@SANTItoSANTI @mariobautista_ Merece lo mejor del mundo, es un ángel y siempre estaré orgullosa de apoyarlo :')❤	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03985	@caminantv Ánimo! 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04732	@RafaVidalCasas Yo lo reescribiría y pondría el hashtag #ironía en tu tweet porque realmente nadie lo está pillando ^^'	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00887	Te dice mejor ser soltero y lo primero que hace es tener novia jaja😂😂Tanta risa me das ya nene aburres con tus mentiras de bebe xD Suerte😘😘	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04087	mañana sin verano #felicidad	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00342	Che estoy saliendo 3 findes seguidos 	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03406	Y toda la NFC norte perdió hoy 🙁 #NFL	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02053	Tremendo asco me da cuando me lo nombran.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04097	@SayaTsundere17 saya se me acabo el cafe amargo!!	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04926	@AngeldebritoOk @laufer4 Y yo que pensaba dormir hasta tarde... Cancelo todos mis planes, ya me puse la alarma!! 💕💕	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06751	@JaviGaudino_ Nadie me reconoce por ese simple hecho 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00575	La verdad que terrible noche, la pase genial con mis frazadas, la almohada y la cama	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06716	Aún me siento indignada	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06227	@viviandecanha @thediegomen encontré suéter de conf hoy que arregle mi cuarto y me estaba acordando de todo 😢	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05716	@Narren_schiff Ahorita me mudo #sarcasmo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01105	@AfroParadise #ironía Uriel.  Pero los medios parecen ver más correcto lo que yo digo que lo que tu dices	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05963	@fernanbecerril cuando voy yo solo no, cuando voy con los crios tengo mas cuidado. sobre todo desde que le atropello una bici a la cria	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02496	@FranciscoOyar19 Yo no pero ya no mas twitter, nos leemos 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06082	Me gusta porque son mi segunda opción en todo momento que yo me enojo jajajaja	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02571	Ambos ojos amplió por las acciones ejecutadas por el más alto, aunque no le molestó en lo absoluto; solo se estremeció por dicha acción. >	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02305	Y fue en ese momento donde me Di cuenta que perdí lo único que me hacía sonreír día a día :(	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03293	Nadie está en las calles armando escándalo, el puro desorden es el que está poniendo la guardia "civil" #ironico	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00199	@DebRyanShow #RAYITO tengo cansada la vista estube todo.el.dia en el cel espredando algo nuevo	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02665	Será q me pongo a estudiar ahora como tremenda fraca?	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04024	Dormi bue mal fse 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02588	@Ana_Monjes14 Que persona agradable es usted	valence	3: se infiere un estado emocional muy positivo
2018-Es-04265	Yo sé que no me ha dado sueño porque estoy indignado.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01855	Sé que revisas mi perfil así mira esto MI AMOR! #FELIZ #PorelMundo #contigoemtodolado	valence	3: se infiere un estado emocional muy positivo
2018-Es-00236	@MeyerAna Porqué esa cara de susto no pasa nada	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04783	@Mc_Say No importa, puedo hacer una excepción 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01426	@lacayo_jassend Mi sentimientos idiota 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03579	Yo creo que Suga fue muy feliz cuando le dijeron que tenia que tirar el micrófono al final 😊	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04769	Juega arrancar el GYM de nuevo pero con este frío como que no da 😧❄	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00720	Con los amigos tomando algo tranqui👍: me siento genial	valence	3: se infiere un estado emocional muy positivo
2018-Es-00701	Fui hecha mierda a la cancha pero que manera de disfrutarrrrr, terrible partido	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00446	Pero sigo siendo el reeeey. 🎶 De los pendejos. 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00737	@doctorconejo ¿ Qué?   ¿ A cualquiera le pasa no?  *escondiendo la tercer crema para peinar* 😅	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01006	@velnti10 Perdón perdón 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00029	@Duarteeve01 Jajajaja pongamosle que si 	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-00908	@elcapiperez ¡ay no digas que la lucha libre es mentira! El niño Dios va llorar y yo también 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04929	Que bonito cuando acaricio ahí 😂	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01340	Los vídeos de @_ELBRAYAN_ me hicieron la noche, lo amo. 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-02037	que horror que escriban REYNA	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00874	Como que no se acabo el mundo? Yo ya le dije a mi crush que lo amo ahora se acaba por que se acaba 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05967	O la gente confía demasiado fácil en otra gente o yo soy súper desconfiada. Me tiro por la segunda	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06638	que terrible extrañarrrr!!!que me pasaa 🙄🙄	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06815	Hoy mi tl de facebook podría llamarse perfectamente @lesssad enfurecida	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03161	YO CREO que el único corto de casita del horror con kodos y kang que vale la pena es cuando maggie resulta ser su hija.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04749	RT ESTUCRUDAVERDAD: Mi mayor problema es que no puedo estar enfadado. Siempre termino perdonando a las personas, incluso cuando no lo merec…	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02120	Qué rabia que tengo y me tengo que ir a cosoooo	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00295	@mannolly Mi tia esta orgullosa de ti y de @manuelcastillol yo tambien la extraño hasta cuando me regañaba!	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00115	Cansancio para regalar. Info aquí 👋	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02453	Feliiz Diia Amig@😊😊 Que lo pasen genial😊👌	valence	3: se infiere un estado emocional muy positivo
2018-Es-00048	Iris siendo la líder del team flash y wally usando el traje de barry espero que solo sea un flashpoint 2.0 porque seria tremenda cagada chau	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05880	Ya funciona, gracias @CinthitaLeon 😘. Ya nada @NetflixLAT 😀	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01070	Ya cansan con sus intentos de insulto jajjaja besos	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04596	@Naano_MB Jajajajajajaja estamos enfermos 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00788	@xSilenceDoctor « pinta de ser un caos provocado por el adolescente fugado, quien poco a poco iba espabilando por los lametones del perro »	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00572	@elangelGmendo @manuelquieto Por un momento pensé que habías ido a verlo cantar!! #Susto	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01846	Inteligente es quien solo cree la mitad de lo que oye. Brillante es aquel que sabe qué mitad creer.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04043	@valentinabz Un aplauso para la gente guevona.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02455	Que amargado sooooos, DIOS !!	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03582	@lilycaulfield curioso, precisamente ese recurso es invisible durante un episodio depresivo mayor	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04904	@SoyGroupie lo peor es que si quiere hacer algo lo va a hacer, es un tipo super peligroso y hoy quedó demostrado. ojalá se muera por favor	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03054	@CandeMazzuchino 😹😹😹 quiero estar BIEN negra radiante	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-06447	Hoy no fue un día agradable...	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04832	@javier_ruescas Deberías cantar junto a @verogv15 la canción de tu canal bienvenidos al canal de @javier_ruescas que divertido saludos	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06409	@DalasReview Sinceramente mi preocupación va más Argos y en todo lo que esto le va afectar :(	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02125	Amo el personaje de nos vemos en disney de dario orsi jajajaja 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01181	Fue lindo ir juntas a nuestro primer toque de piñata, y fue chistoso que justo cuando grabaste josefina aparecí yo subida JAJAJA, te quiero	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03071	Hay gente que merece que le hagas una diapositiva en un pendrive explicándole todo y asi pueden irse a L.C.D.S.M 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03798	Impresionante lo cansado q estoy, todo el día con los pibes y los quiero ver a ma noche peeeero estoy con un sueñote	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02727	No supero mas lo del sábado en él auto de Fer cuando nos agarro la policía 	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06847	@AlfonsinaVin Gracias loca! Vení al brindis, estoy con algunos amiguitos. Me pintaron la calle rre nerviosa estaba jeje	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-04117	@MoeR_10 hasta ahora nunca he entrado a una clase de perspectiva 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01702	Supongo que ahora mismo puede parecer que soy un amargado y sólo sé quejarme, pero creo que he vuelto a suspender el examen de hoy.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00309	@ale_c_8 @machibebe @Sofi_Leon98 Gracias! 	valence	2: se infiere un estado emocional moderadamente positivo
